Mod:Item:MetaData, Localized Name
nuclearcraft:fission_heater_port:9, 海晶石裂变冷却液加热器端口
nuclearcraft:fission_heater_port:10, 史莱姆裂变冷却液加热器端口
nuclearcraft:fission_heater_port:11, 末地石裂变冷却液加热器端口
nuclearcraft:fission_heater_port:12, 紫珀裂变冷却液加热器端口
nuclearcraft:fission_heater_port:13, 钻石裂变冷却液加热器端口
nuclearcraft:fission_heater_port:14, 绿宝石裂变冷却液加热器端口
nuclearcraft:fission_heater_port:15, 铜裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:0, 锡裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:1, 铅裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:2, 硼裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:3, 锂裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:4, 镁裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:5, 锰裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:6, 铝裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:7, 银裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:8, 氟石裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:9, 氟盐裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:10, 方氟钾石裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:11, 砷裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:12, 液氮裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:13, 液氦裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:14, 末影裂变冷却液加热器端口
nuclearcraft:fission_heater_port2:15, 凛冰裂变冷却液加热器端口
nuclearcraft:fission_shield_manager, 裂变中子防护屏管理器（半成品）
nuclearcraft:solid_fission_controller, 固态燃料裂变控制器
nuclearcraft:solid_fission_cell, 固态裂变燃料单元
nuclearcraft:solid_fission_sink:0, 水裂变散热器
nuclearcraft:solid_fission_sink:1, 铁裂变散热器
nuclearcraft:solid_fission_sink:2, 红石裂变散热器
nuclearcraft:solid_fission_sink:3, 石英裂变散热器
nuclearcraft:solid_fission_sink:4, 黑曜石裂变散热器
nuclearcraft:solid_fission_sink:5, 地狱砖裂变散热器
nuclearcraft:solid_fission_sink:6, 荧石裂变散热器
nuclearcraft:solid_fission_sink:7, 青金石裂变散热器
nuclearcraft:solid_fission_sink:8, 金裂变散热器
nuclearcraft:solid_fission_sink:9, 海晶石裂变散热器
nuclearcraft:solid_fission_sink:10, 史莱姆裂变散热器
nuclearcraft:solid_fission_sink:11, 末地石裂变散热器
nuclearcraft:solid_fission_sink:12, 紫珀裂变散热器
nuclearcraft:solid_fission_sink:13, 钻石裂变散热器
nuclearcraft:solid_fission_sink:14, 绿宝石裂变散热器
nuclearcraft:solid_fission_sink:15, 铜裂变散热器
nuclearcraft:solid_fission_sink2:0, 锡裂变散热器
nuclearcraft:solid_fission_sink2:1, 铅裂变散热器
nuclearcraft:solid_fission_sink2:2, 硼裂变散热器
nuclearcraft:solid_fission_sink2:3, 锂裂变散热器
nuclearcraft:solid_fission_sink2:4, 镁裂变散热器
nuclearcraft:solid_fission_sink2:5, 锰裂变散热器
nuclearcraft:solid_fission_sink2:6, 铝裂变散热器
nuclearcraft:solid_fission_sink2:7, 银裂变散热器
nuclearcraft:solid_fission_sink2:8, 氟石裂变散热器
nuclearcraft:solid_fission_sink2:9, 氟盐裂变散热器
nuclearcraft:solid_fission_sink2:10, 方氟钾石裂变散热器
nuclearcraft:solid_fission_sink2:11, 砷裂变散热器
nuclearcraft:solid_fission_sink2:12, 液氮裂变散热器
nuclearcraft:solid_fission_sink2:13, 液氦裂变散热器
nuclearcraft:solid_fission_sink2:14, 末影裂变散热器
nuclearcraft:solid_fission_sink2:15, 凛冰裂变散热器
nuclearcraft:salt_fission_controller, 熔盐裂变控制器
nuclearcraft:salt_fission_vessel, 熔盐裂变燃料容器
nuclearcraft:salt_fission_heater:0, 标准裂变冷却液加热器
nuclearcraft:salt_fission_heater:1, 铁裂变冷却液加热器
nuclearcraft:salt_fission_heater:2, 红石裂变冷却液加热器
nuclearcraft:salt_fission_heater:3, 石英裂变冷却液加热器
nuclearcraft:salt_fission_heater:4, 黑曜石裂变冷却液加热器
nuclearcraft:salt_fission_heater:5, 地狱砖裂变冷却液加热器
nuclearcraft:salt_fission_heater:6, 荧石裂变冷却液加热器
nuclearcraft:salt_fission_heater:7, 青金石裂变冷却液加热器
nuclearcraft:salt_fission_heater:8, 金裂变冷却液加热器
nuclearcraft:salt_fission_heater:9, 海晶石裂变冷却液加热器
nuclearcraft:salt_fission_heater:10, 史莱姆裂变冷却液加热器
nuclearcraft:salt_fission_heater:11, 末地石裂变冷却液加热器
nuclearcraft:salt_fission_heater:12, 紫珀裂变冷却液加热器
nuclearcraft:salt_fission_heater:13, 钻石裂变冷却液加热器
nuclearcraft:salt_fission_heater:14, 绿宝石裂变冷却液加热器
nuclearcraft:salt_fission_heater:15, 铜裂变冷却液加热器
nuclearcraft:salt_fission_heater2:0, 锡裂变冷却液加热器
nuclearcraft:salt_fission_heater2:1, 铅裂变冷却液加热器
nuclearcraft:salt_fission_heater2:2, 硼裂变冷却液加热器
nuclearcraft:salt_fission_heater2:3, 锂裂变冷却液加热器
nuclearcraft:salt_fission_heater2:4, 镁裂变冷却液加热器
nuclearcraft:salt_fission_heater2:5, 锰裂变冷却液加热器
nuclearcraft:salt_fission_heater2:6, 铝裂变冷却液加热器
nuclearcraft:salt_fission_heater2:7, 银裂变冷却液加热器
nuclearcraft:salt_fission_heater2:8, 氟石裂变冷却液加热器
nuclearcraft:salt_fission_heater2:9, 氟盐裂变冷却液加热器
nuclearcraft:salt_fission_heater2:10, 方氟钾石裂变冷却液加热器
nuclearcraft:salt_fission_heater2:11, 砷裂变冷却液加热器
nuclearcraft:salt_fission_heater2:12, 液氮裂变冷却液加热器
nuclearcraft:salt_fission_heater2:13, 液氦裂变冷却液加热器
nuclearcraft:salt_fission_heater2:14, 末影裂变冷却液加热器
nuclearcraft:salt_fission_heater2:15, 凛冰裂变冷却液加热器
nuclearcraft:heat_exchanger_controller, 热交换机控制器（多方块结构未完成！）
nuclearcraft:heat_exchanger_casing, 热交换机外壳
nuclearcraft:heat_exchanger_glass, 透明热交换机外壳
nuclearcraft:heat_exchanger_vent, 热交换机出入口
nuclearcraft:heat_exchanger_tube_copper, 铜热交换管道
nuclearcraft:heat_exchanger_tube_hard_carbon, 硬碳合金热交换管道
nuclearcraft:heat_exchanger_tube_thermoconducting, 热引合金热交换管道
nuclearcraft:heat_exchanger_computer_port, 热交换机电脑端口
nuclearcraft:condenser_controller, 冷凝机控制器（多方块结构未完成！）
nuclearcraft:condenser_tube_copper, 铜冷凝管道
nuclearcraft:condenser_tube_hard_carbon, 硬碳合金冷凝管道
nuclearcraft:condenser_tube_thermoconducting, 热引合金冷凝管道
nuclearcraft:turbine_controller, 涡轮机控制器
nuclearcraft:turbine_casing, 涡轮机外壳
nuclearcraft:turbine_glass, 透明涡轮机外壳
nuclearcraft:turbine_rotor_shaft, 涡轮机转子轴
nuclearcraft:turbine_rotor_blade_steel, 钢涡轮机转子叶片
nuclearcraft:turbine_rotor_blade_extreme, 极限合金涡轮机转子叶片
nuclearcraft:turbine_rotor_blade_sic_sic_cmc, 碳化硅复合材料涡轮机转子叶片
nuclearcraft:turbine_rotor_stator, 标准涡轮机转子定子
nuclearcraft:turbine_rotor_bearing, 涡轮机转子轴承
nuclearcraft:turbine_dynamo_coil:0, 镁涡轮机发电机线圈
nuclearcraft:turbine_dynamo_coil:1, 铍涡轮机发电机线圈
nuclearcraft:turbine_dynamo_coil:2, 铝涡轮机发电机线圈
nuclearcraft:turbine_dynamo_coil:3, 金涡轮机发电机线圈
nuclearcraft:turbine_dynamo_coil:4, 铜涡轮机发电机线圈
nuclearcraft:turbine_dynamo_coil:5, 银涡轮机发电机线圈
nuclearcraft:turbine_coil_connector, 涡轮机发电机线圈连接器
nuclearcraft:turbine_inlet, 涡轮机流体输入口
nuclearcraft:turbine_outlet, 涡轮机流体输出口
nuclearcraft:turbine_computer_port, 涡轮机电脑端口（半成品）
nuclearcraft:cobblestone_generator, 造石机
nuclearcraft:cobblestone_generator_compact, 压缩造石机
nuclearcraft:cobblestone_generator_dense, 致密造石机
nuclearcraft:water_source, 无限水源
nuclearcraft:water_source_compact, 压缩无限水源
nuclearcraft:water_source_dense, 致密无限水源
nuclearcraft:nitrogen_collector, 氮收集器
nuclearcraft:nitrogen_collector_compact, 压缩氮收集器
nuclearcraft:nitrogen_collector_dense, 致密氮收集器
nuclearcraft:radiation_scrubber, 辐射净化仪
nuclearcraft:geiger_block, 盖革计数器方块
nuclearcraft:glowing_mushroom, 荧核菇
nuclearcraft:glowing_mushroom_block, 荧核菇方块
nuclearcraft:wasteland_earth, 荒芜土壤
nuclearcraft:wasteland_portal, 辐射废土传送门
nuclearcraft:tritium_lamp, 氚灯
nuclearcraft:solidified_corium, 固态堆芯熔融物
nuclearcraft:quantum_computer_controller, 量子计算机控制器
nuclearcraft:quantum_computer_qubit, 量子位
nuclearcraft:quantum_computer_gate_single:0, 量子计算机 泡利-X 门
nuclearcraft:quantum_computer_gate_single:1, 量子计算机 泡利-Y 门
nuclearcraft:quantum_computer_gate_single:2, 量子计算机 泡利-Z 门
nuclearcraft:quantum_computer_gate_single:3, 量子计算机 阿达马门
nuclearcraft:quantum_computer_gate_single:4, 量子计算机 S 门
nuclearcraft:quantum_computer_gate_single:5, 量子计算机 S 非门
nuclearcraft:quantum_computer_gate_single:6, 量子计算机 T 门
nuclearcraft:quantum_computer_gate_single:7, 量子计算机 T 非门
nuclearcraft:quantum_computer_gate_single:8, 量子计算机 相位门
nuclearcraft:quantum_computer_gate_single:9, 量子计算机 X-旋转门
nuclearcraft:quantum_computer_gate_single:10, 量子计算机 Y-旋转门
nuclearcraft:quantum_computer_gate_single:11, 量子计算机 Z-旋转门
nuclearcraft:quantum_computer_gate_control:0, 受控 量子计算机 泡利-X 门
nuclearcraft:quantum_computer_gate_control:1, 受控 量子计算机 泡利-Y 门
nuclearcraft:quantum_computer_gate_control:2, 受控 量子计算机 泡利-Z 门
nuclearcraft:quantum_computer_gate_control:3, 受控 量子计算机 阿达马门
nuclearcraft:quantum_computer_gate_control:4, 受控 量子计算机 S 门
nuclearcraft:quantum_computer_gate_control:5, 受控 量子计算机 S 非门
nuclearcraft:quantum_computer_gate_control:6, 受控 量子计算机 T 门
nuclearcraft:quantum_computer_gate_control:7, 受控 量子计算机 T 非门
nuclearcraft:quantum_computer_gate_control:8, 受控 量子计算机 相位门
nuclearcraft:quantum_computer_gate_control:9, 受控 量子计算机 X-旋转门
nuclearcraft:quantum_computer_gate_control:10, 受控 量子计算机 Y-旋转门
nuclearcraft:quantum_computer_gate_control:11, 受控 量子计算机 Z-旋转门
nuclearcraft:quantum_computer_gate_swap:0, 量子计算机 互换门
nuclearcraft:quantum_computer_gate_swap:1, 受控 量子计算机 互换门
nuclearcraft:quantum_computer_connector, 量子计算机连接器
nuclearcraft:quantum_computer_code_generator:0, 量子计算机 QASM 代码生成器
nuclearcraft:quantum_computer_code_generator:1, 量子计算机 QISKit 代码生成器
nuclearcraft:ingot:0, 铜锭
nuclearcraft:ingot:1, 锡锭
nuclearcraft:ingot:2, 铅锭
nuclearcraft:ingot:3, 钍锭
nuclearcraft:ingot:4, 铀锭
nuclearcraft:ingot:5, 硼锭
nuclearcraft:ingot:6, 锂锭
nuclearcraft:ingot:7, 镁锭
nuclearcraft:ingot:8, 石墨锭
nuclearcraft:ingot:9, 铍锭
nuclearcraft:ingot:10, 锆锭
nuclearcraft:ingot:11, 锰锭
nuclearcraft:ingot:12, 铝锭
nuclearcraft:ingot:13, 银锭
nuclearcraft:ingot:14, 氧化锰锭
nuclearcraft:ingot:15, 二氧化锰锭
nuclearcraft:dust:0, 铜粉
nuclearcraft:dust:1, 锡粉
nuclearcraft:dust:2, 铅粉
nuclearcraft:dust:3, 钍粉
nuclearcraft:dust:4, 铀粉
nuclearcraft:dust:5, 硼粉
nuclearcraft:dust:6, 锂粉
nuclearcraft:dust:7, 镁粉
nuclearcraft:dust:8, 石墨粉
nuclearcraft:dust:9, 铍粉
nuclearcraft:dust:10, 锆粉
nuclearcraft:dust:11, 锰粉
nuclearcraft:dust:12, 铝粉
nuclearcraft:dust:13, 银粉
nuclearcraft:dust:14, 氧化锰粉
nuclearcraft:dust:15, 二氧化锰粉
nuclearcraft:gem:0, 菱锰
nuclearcraft:gem:1, 立方氮化硼
nuclearcraft:gem:2, 氟石
nuclearcraft:gem:3, 氟盐
nuclearcraft:gem:4, 方氟钾石
nuclearcraft:gem:5, 砷化硼
nuclearcraft:gem:6, 硅
nuclearcraft:gem_dust:0, 钻石粉
nuclearcraft:gem_dust:1, 菱锰粉
nuclearcraft:gem_dust:2, 石英粉
nuclearcraft:gem_dust:3, 黑曜石粉
nuclearcraft:gem_dust:4, 六方氮化硼
nuclearcraft:gem_dust:5, 氟石粉
nuclearcraft:gem_dust:6, 硫磺
nuclearcraft:gem_dust:7, 煤炭粉
nuclearcraft:gem_dust:8, 氟盐粉
nuclearcraft:gem_dust:9, 方氟钾石粉
nuclearcraft:gem_dust:10, 砷粉
nuclearcraft:gem_dust:11, 末地石粉
nuclearcraft:alloy:0, 青铜锭
nuclearcraft:alloy:1, 高强合金锭
nuclearcraft:alloy:2, 硬碳合金锭
nuclearcraft:alloy:3, 二硼化镁锭
nuclearcraft:alloy:4, 锂二氧化锰锭
nuclearcraft:alloy:5, 钢锭
nuclearcraft:alloy:6, 硼铁合金锭
nuclearcraft:alloy:7, 胧银合金锭
nuclearcraft:alloy:8, 锡银合金锭
nuclearcraft:alloy:9, 铅铂合金锭
nuclearcraft:alloy:10, 极限合金锭
nuclearcraft:alloy:11, 热引合金锭
nuclearcraft:alloy:12, 锆锡合金锭
nuclearcraft:alloy:13, 碳化硅锭
nuclearcraft:alloy:14, 碳化硅复合材料锭
nuclearcraft:alloy:15, 高强度低合金钢锭
nuclearcraft:alloy:16, 锆钼合金锭
nuclearcraft:compound:0, 硫酸钙
nuclearcraft:compound:1, 水晶粘合剂
nuclearcraft:compound:2, 充能混合物
nuclearcraft:compound:3, 氟化钠
nuclearcraft:compound:4, 氟化钾
nuclearcraft:compound:5, 氢氧化钠
nuclearcraft:compound:6, 氢氧化钾
nuclearcraft:compound:7, 硼砂
nuclearcraft:compound:8, 辐照硼砂
nuclearcraft:compound:9, 维度混合物
nuclearcraft:compound:10, 碳-锰混合物
nuclearcraft:compound:11, 银铝粉
nuclearcraft:part:0, 基础板
nuclearcraft:part:1, 高级板
nuclearcraft:part:2, 贫铀板
nuclearcraft:part:3, 精英板
nuclearcraft:part:4, 铜螺线管
nuclearcraft:part:5, 二硼化镁螺线管
nuclearcraft:part:6, 生物塑料
nuclearcraft:part:7, 伺服系统
nuclearcraft:part:8, 电动马达
nuclearcraft:part:9, 线性执行器
nuclearcraft:part:10, 机器框架
nuclearcraft:part:11, 空框架
nuclearcraft:part:12, 钢框架
nuclearcraft:part:13, 碳化硅纤维
nuclearcraft:part:14, 空散热器
nuclearcraft:part:15, 热解碳
nuclearcraft:upgrade:0, 速度升级
nuclearcraft:upgrade:1, 能量升级
nuclearcraft:fission_dust:0, 铋粉
nuclearcraft:fission_dust:1, 镭粉
nuclearcraft:fission_dust:2, 钋粉
nuclearcraft:fission_dust:3, 镤-富集钍粉
nuclearcraft:fission_dust:4, 镤-233 粉
nuclearcraft:fission_dust:5, 锶-90 粉
nuclearcraft:fission_dust:6, 钼粉
nuclearcraft:fission_dust:7, 钌-106 粉
nuclearcraft:fission_dust:8, 铯-137 粉
nuclearcraft:fission_dust:9, 钷-147 粉
nuclearcraft:fission_dust:10, 铕-155 粉
nuclearcraft:uranium:0, 铀-233
nuclearcraft:uranium:1, 铀-233 碳化物
nuclearcraft:uranium:2, 铀-233 氧化物
nuclearcraft:uranium:3, 铀-233 氮化物
nuclearcraft:uranium:4, 铀-233-锆合金
nuclearcraft:uranium:5, 铀-235
nuclearcraft:uranium:6, 铀-235 碳化物
nuclearcraft:uranium:7, 铀-235 氧化物
nuclearcraft:uranium:8, 铀-235 氮化物
nuclearcraft:uranium:9, 铀-235-锆合金
nuclearcraft:uranium:10, 铀-238
nuclearcraft:uranium:11, 铀-238 碳化物
nuclearcraft:uranium:12, 铀-238 氧化物
nuclearcraft:uranium:13, 铀-238 氮化物
nuclearcraft:uranium:14, 铀-238-锆合金
nuclearcraft:neptunium:0, 镎-236
nuclearcraft:neptunium:1, 镎-236 碳化物
nuclearcraft:neptunium:2, 镎-236 氧化物
nuclearcraft:neptunium:3, 镎-236 氮化物
nuclearcraft:neptunium:4, 镎-236-锆合金
nuclearcraft:neptunium:5, 镎-237
nuclearcraft:neptunium:6, 镎-237 碳化物
nuclearcraft:neptunium:7, 镎-237 氧化物
nuclearcraft:neptunium:8, 镎-237 氮化物
nuclearcraft:neptunium:9, 镎-237-锆合金
nuclearcraft:plutonium:0, 钚-238
nuclearcraft:plutonium:1, 钚-238 碳化物
nuclearcraft:plutonium:2, 钚-238 氧化物
nuclearcraft:plutonium:3, 钚-238 氮化物
nuclearcraft:plutonium:4, 钚-238-锆合金
nuclearcraft:plutonium:5, 钚-239
nuclearcraft:plutonium:6, 钚-239 碳化物
nuclearcraft:plutonium:7, 钚-239 氧化物
nuclearcraft:plutonium:8, 钚-239 氮化物
nuclearcraft:plutonium:9, 钚-239-锆合金
nuclearcraft:plutonium:10, 钚-241
nuclearcraft:plutonium:11, 钚-241 碳化物
nuclearcraft:plutonium:12, 钚-241 氧化物
nuclearcraft:plutonium:13, 钚-241 氮化物
nuclearcraft:plutonium:14, 钚-241-锆合金
nuclearcraft:plutonium:15, 钚-242
nuclearcraft:plutonium:16, 钚-242 碳化物
nuclearcraft:plutonium:17, 钚-242 氧化物
nuclearcraft:plutonium:18, 钚-242 氮化物
nuclearcraft:plutonium:19, 钚-242-锆合金
nuclearcraft:americium:0, 镅-241
nuclearcraft:americium:1, 镅-241 碳化物
nuclearcraft:americium:2, 镅-241 氧化物
nuclearcraft:americium:3, 镅-241 氮化物
nuclearcraft:americium:4, 镅-241-锆合金
nuclearcraft:americium:5, 镅-242
nuclearcraft:americium:6, 镅-242 碳化物
nuclearcraft:americium:7, 镅-242 氧化物
nuclearcraft:americium:8, 镅-242 氮化物
nuclearcraft:americium:9, 镅-242-锆合金
nuclearcraft:americium:10, 镅-243
nuclearcraft:americium:11, 镅-243 碳化物
nuclearcraft:americium:12, 镅-243 氧化物
nuclearcraft:americium:13, 镅-243 氮化物
nuclearcraft:americium:14, 镅-243-锆合金
nuclearcraft:curium:0, 锔-243
nuclearcraft:curium:1, 锔-243 碳化物
nuclearcraft:curium:2, 锔-243 氧化物
nuclearcraft:curium:3, 锔-243 氮化物
nuclearcraft:curium:4, 锔-243-锆合金
nuclearcraft:curium:5, 锔-245
nuclearcraft:curium:6, 锔-245 碳化物
nuclearcraft:curium:7, 锔-245 氧化物
nuclearcraft:curium:8, 锔-245 氮化物
nuclearcraft:curium:9, 锔-245-锆合金
nuclearcraft:curium:10, 锔-246
nuclearcraft:curium:11, 锔-246 碳化物
nuclearcraft:curium:12, 锔-246 氧化物
nuclearcraft:curium:13, 锔-246 氮化物
nuclearcraft:curium:14, 锔-246-锆合金
nuclearcraft:curium:15, 锔-247
nuclearcraft:curium:16, 锔-247 碳化物
nuclearcraft:curium:17, 锔-247 氧化物
nuclearcraft:curium:18, 锔-247 氮化物
nuclearcraft:curium:19, 锔-247-锆合金
nuclearcraft:berkelium:0, 锫-247
nuclearcraft:berkelium:1, 锫-247 碳化物
nuclearcraft:berkelium:2, 锫-247 氧化物
nuclearcraft:berkelium:3, 锫-247 氮化物
nuclearcraft:berkelium:4, 锫-247-锆合金
nuclearcraft:berkelium:5, 锫-248
nuclearcraft:berkelium:6, 锫-248 碳化物
nuclearcraft:berkelium:7, 锫-248 氧化物
nuclearcraft:berkelium:8, 锫-248 氮化物
nuclearcraft:berkelium:9, 锫-248-锆合金
nuclearcraft:californium:0, 锎-249
nuclearcraft:californium:1, 锎-249 碳化物
nuclearcraft:californium:2, 锎-249 氧化物
nuclearcraft:californium:3, 锎-249 氮化物
nuclearcraft:californium:4, 锎-249-锆合金
nuclearcraft:californium:5, 锎-250
nuclearcraft:californium:6, 锎-250 碳化物
nuclearcraft:californium:7, 锎-250 氧化物
nuclearcraft:californium:8, 锎-250 氮化物
nuclearcraft:californium:9, 锎-250-锆合金
nuclearcraft:californium:10, 锎-251
nuclearcraft:californium:11, 锎-251 碳化物
nuclearcraft:californium:12, 锎-251 氧化物
nuclearcraft:californium:13, 锎-251 氮化物
nuclearcraft:californium:14, 锎-251-锆合金
nuclearcraft:californium:15, 锎-252
nuclearcraft:californium:16, 锎-252 碳化物
nuclearcraft:californium:17, 锎-252 氧化物
nuclearcraft:californium:18, 锎-252 氮化物
nuclearcraft:californium:19, 锎-252-锆合金
nuclearcraft:pellet_thorium:0, 钍-增殖铀 燃料
nuclearcraft:pellet_thorium:1, 钍-增殖铀 燃料 碳化物
nuclearcraft:pellet_uranium:0, 低浓缩 铀-233 燃料
nuclearcraft:pellet_uranium:1, 低浓缩 铀-233 燃料 碳化物
nuclearcraft:pellet_uranium:2, 高浓缩 铀-233 燃料
nuclearcraft:pellet_uranium:3, 高浓缩 铀-233 燃料 碳化物
nuclearcraft:pellet_uranium:4, 低浓缩 铀-235 燃料
nuclearcraft:pellet_uranium:5, 低浓缩 铀-235 燃料 碳化物
nuclearcraft:pellet_uranium:6, 高浓缩 铀-235 燃料
nuclearcraft:pellet_uranium:7, 高浓缩 铀-235 燃料 碳化物
nuclearcraft:pellet_neptunium:0, 低浓缩 镎-236 燃料
nuclearcraft:pellet_neptunium:1, 低浓缩 镎-236 燃料 碳化物
nuclearcraft:pellet_neptunium:2, 高浓缩 镎-236 燃料
nuclearcraft:pellet_neptunium:3, 高浓缩 镎-236 燃料 碳化物
nuclearcraft:pellet_plutonium:0, 低浓缩 钚-239 燃料
nuclearcraft:pellet_plutonium:1, 低浓缩 钚-239 燃料 碳化物
nuclearcraft:pellet_plutonium:2, 高浓缩 钚-239 燃料
nuclearcraft:pellet_plutonium:3, 高浓缩 钚-239 燃料 碳化物
nuclearcraft:pellet_plutonium:4, 低浓缩 钚-241 燃料
nuclearcraft:pellet_plutonium:5, 低浓缩 钚-241 燃料 碳化物
nuclearcraft:pellet_plutonium:6, 高浓缩 钚-241 燃料
nuclearcraft:pellet_plutonium:7, 高浓缩 钚-241 燃料 碳化物
nuclearcraft:pellet_mixed:0, 混合物-239 燃料
nuclearcraft:pellet_mixed:1, 混合物-239 燃料 碳化物
nuclearcraft:pellet_mixed:2, 混合物-241 燃料
nuclearcraft:pellet_mixed:3, 混合物-241 燃料 碳化物
nuclearcraft:pellet_americium:0, 低浓缩 镅-242 燃料
nuclearcraft:pellet_americium:1, 低浓缩 镅-242 燃料 碳化物
nuclearcraft:pellet_americium:2, 高浓缩 镅-242 燃料
nuclearcraft:pellet_americium:3, 高浓缩 镅-242 燃料 碳化物
nuclearcraft:pellet_curium:0, 低浓缩 锔-243 燃料
nuclearcraft:pellet_curium:1, 低浓缩 锔-243 燃料 碳化物
nuclearcraft:pellet_curium:2, 高浓缩 锔-243 燃料
nuclearcraft:pellet_curium:3, 高浓缩 锔-243 燃料 碳化物
nuclearcraft:pellet_curium:4, 低浓缩 锔-245 燃料
nuclearcraft:pellet_curium:5, 低浓缩 锔-245 燃料 碳化物
nuclearcraft:pellet_curium:6, 高浓缩 锔-245 燃料
nuclearcraft:pellet_curium:7, 高浓缩 锔-245 燃料 碳化物
nuclearcraft:pellet_curium:8, 低浓缩 锔-247 燃料
nuclearcraft:pellet_curium:9, 低浓缩 锔-247 燃料 碳化物
nuclearcraft:pellet_curium:10, 高浓缩 锔-247 燃料
nuclearcraft:pellet_curium:11, 高浓缩 锔-247 燃料 碳化物
nuclearcraft:pellet_berkelium:0, 低浓缩 锫-248 燃料
nuclearcraft:pellet_berkelium:1, 低浓缩 锫-248 燃料 碳化物
nuclearcraft:pellet_berkelium:2, 高浓缩 锫-248 燃料
nuclearcraft:pellet_berkelium:3, 高浓缩 锫-248 燃料 碳化物
nuclearcraft:pellet_californium:0, 低浓缩 锎-249 燃料
nuclearcraft:pellet_californium:1, 低浓缩 锎-249 燃料 碳化物
nuclearcraft:pellet_californium:2, 高浓缩 锎-249 燃料
nuclearcraft:pellet_californium:3, 高浓缩 锎-249 燃料 碳化物
nuclearcraft:pellet_californium:4, 低浓缩 锎-251 燃料
nuclearcraft:pellet_californium:5, 低浓缩 锎-251 燃料 碳化物
nuclearcraft:pellet_californium:6, 高浓缩 锎-251 燃料
nuclearcraft:pellet_californium:7, 高浓缩 锎-251 燃料 碳化物
nuclearcraft:fuel_thorium:0, 钍-增殖铀 TRISO 燃料颗粒
nuclearcraft:fuel_thorium:1, 钍-增殖铀 氧化物燃料丸
nuclearcraft:fuel_thorium:2, 钍-增殖铀 氮化物燃料丸
nuclearcraft:fuel_thorium:3, 钍-增殖铀-锆合金燃料丸
nuclearcraft:fuel_uranium:0, 低浓缩 铀-233 TRISO 燃料颗粒
nuclearcraft:fuel_uranium:1, 低浓缩 铀-233 氧化物燃料丸
nuclearcraft:fuel_uranium:2, 低浓缩 铀-233 氮化物燃料丸
nuclearcraft:fuel_uranium:3, 低浓缩 铀-233-锆合金燃料丸
nuclearcraft:fuel_uranium:4, 高浓缩 铀-233 TRISO 燃料颗粒
nuclearcraft:fuel_uranium:5, 高浓缩 铀-233 氧化物燃料丸
nuclearcraft:fuel_uranium:6, 高浓缩 铀-233 氮化物燃料丸
nuclearcraft:fuel_uranium:7, 高浓缩 铀-233-锆合金燃料丸
nuclearcraft:fuel_uranium:8, 低浓缩 铀-235 TRISO 燃料颗粒
nuclearcraft:fuel_uranium:9, 低浓缩 铀-235 氧化物燃料丸
nuclearcraft:fuel_uranium:10, 低浓缩 铀-235 氮化物燃料丸
nuclearcraft:fuel_uranium:11, 低浓缩 铀-235-锆合金燃料丸
nuclearcraft:fuel_uranium:12, 高浓缩 铀-235 TRISO 燃料颗粒
nuclearcraft:fuel_uranium:13, 高浓缩 铀-235 氧化物燃料丸
nuclearcraft:fuel_uranium:14, 高浓缩 铀-235 氮化物燃料丸
nuclearcraft:fuel_uranium:15, 高浓缩 铀-235-锆合金燃料丸
nuclearcraft:fuel_neptunium:0, 低浓缩 镎-236 TRISO 燃料颗粒
nuclearcraft:fuel_neptunium:1, 低浓缩 镎-236 氧化物燃料丸
nuclearcraft:fuel_neptunium:2, 低浓缩 镎-236 氮化物燃料丸
nuclearcraft:fuel_neptunium:3, 低浓缩 镎-236-锆合金燃料丸
nuclearcraft:fuel_neptunium:4, 高浓缩 镎-236 TRISO 燃料颗粒
nuclearcraft:fuel_neptunium:5, 高浓缩 镎-236 氧化物燃料丸
nuclearcraft:fuel_neptunium:6, 高浓缩 镎-236 氮化物燃料丸
nuclearcraft:fuel_neptunium:7, 高浓缩 镎-236-锆合金燃料丸
nuclearcraft:fuel_plutonium:0, 低浓缩 钚-239 TRISO 燃料颗粒
nuclearcraft:fuel_plutonium:1, 低浓缩 钚-239 氧化物燃料丸
nuclearcraft:fuel_plutonium:2, 低浓缩 钚-239 氮化物燃料丸
nuclearcraft:fuel_plutonium:3, 低浓缩 钚-239-锆合金燃料丸
nuclearcraft:fuel_plutonium:4, 高浓缩 钚-239 TRISO 燃料颗粒
nuclearcraft:fuel_plutonium:5, 高浓缩 钚-239 氧化物燃料丸
nuclearcraft:fuel_plutonium:6, 高浓缩 钚-239 氮化物燃料丸
